input_hash,market_id,event_id,event_title,market_question,model_name,prompt_version,relevant,reason,processed_at
f04476ea68c6b16e0df0150e2cb376062a707d3064da4f27912b7bee8313cbd9,253166,902895,OpenAI board out by end of week?,OpenAI board out by end of week?,llama3:latest,historical-market-filter-v3,False,No concrete economic channel,2026-06-13 19:39:55.193059+00:00
0d30ffef21cd392733b428030bd5ec5485599e169df418cee834961ac26f98f0,253168,902897,Will Linda Yaccarino remain CEO of X through 2023?,Will Linda Yaccarino remain CEO of X through 2023?,llama3:latest,historical-market-filter-v3,True,Corporate event with a concrete economic channel (X CEO change),2026-06-13 19:39:55.193059+00:00
0b4fbe4bc738a8452db9e7e872ccd55dc02038a9477219ee285ad53946dc63d2,253197,902913,Adam D'Angelo leaves OpenAI board by Nov 30?,Adam D'Angelo leaves OpenAI board by Nov 30?,llama3:latest,historical-market-filter-v3,True,Board resignation with a concrete economic channel,2026-06-13 19:39:55.193059+00:00
78fb7c835aa96140bea2b003cd7063e494fbec8535e1b020e875ba5f16d669f5,253223,902933,Will Elon Musk visit Gaza in 2023?,Will Elon Musk visit Gaza in 2023?,llama3:latest,historical-market-filter-v3,False,No plausible economic transmission channel exists.,2026-06-13 19:40:07.206900+00:00
c21a3a1864860e9ce703bd41e114c1fbc48fdd7406a4e1dcd2c627e5a864edac,253269,902973,Will US attack Iran in 2023?,Will US attack Iran in 2023?,llama3:latest,historical-market-filter-v3,True,The event has a concrete economic channel and could plausibly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:07.206900+00:00
1c4a936704692c6d8e59ca56ff6ece91f7257f670f032469a47331afeb4c862b,253338,903008,$JTO above $2 one week after launch?,$JTO above $2 one week after launch?,llama3:latest,historical-market-filter-v3,True,The event is related to the stock market and has a concrete economic channel.,2026-06-13 19:40:07.206900+00:00
0bf85de833bbff2415ecf88afd083aea470b21d936e1253e4eafb3baae419520,253536,903146,Will Google announce 1000+ new layoffs before February?,Will Google announce 1000+ new layoffs before February?,llama3:latest,historical-market-filter-v3,True,Corporate event (layoffs) with potential economic impact on the company's stock price.,2026-06-13 19:40:07.206900+00:00
75791a764a5251c69a7ef7502bd2a12141502fbed59ebb4bddee555b3f21cf13,253568,903171,Will Iran officially join the war before February?,Will Iran officially join the war before February?,llama3:latest,historical-market-filter-v3,False,No plausible economic transmission channel exists.,2026-06-13 19:40:07.206900+00:00
777263c7ac422e64df9577f3d685e3c91ae7fe9362d693f1107e31622dd307b4,253829,903241,Largest company in the world on January 31?,Will Amazon be the largest company in the world on January 31?,llama3:latest,historical-market-filter-v3,True,Macro-economic release (central bank action) with potential impact on interest rates and currency markets.,2026-06-13 19:40:07.206900+00:00
2b0176d9b409e19a1a16da08631e7dbe0cba8ec098a54511b80741eeb04d32e3,253830,903241,Largest company in the world on January 31?,Will Apple be the largest company in the world on January 31?,llama3:latest,historical-market-filter-v3,True,Company ranking event with potential impact on stock prices of the companies involved.,2026-06-13 19:40:07.206900+00:00
9fd40b413a7f0755384619cfdc2323bf898e35a38b2a9c2558f0861fadd4c3a3,253831,903241,Largest company in the world on January 31?,Will Saudi Aramco be the largest company in the world on January 31?,llama3:latest,historical-market-filter-v3,True,Company ranking event with potential impact on stock prices of the companies involved.,2026-06-13 19:40:07.206900+00:00
e1fe6b0a58f3248a7f8c081d67a7744a0b16a1f78af32ef5bab028f1adad05b0,253832,903241,Largest company in the world on January 31?,Will Microsoft be the largest company in the world on January 31?,llama3:latest,historical-market-filter-v3,True,Company ranking event with potential impact on stock prices of the companies involved.,2026-06-13 19:40:07.206900+00:00
c106fe1124aeea09ce576c2d71a1a11f08839f574bbc14ce669c4d21860ee752,253833,903241,Largest company in the world on January 31?,Will another company be the largest company in the world on January 31?,llama3:latest,historical-market-filter-v3,True,Company ranking event with potential impact on stock prices of the companies involved.,2026-06-13 19:40:07.206900+00:00
f1d5fdd3c2216a598b1621f25239d5b761b9832d18a824eb7dd2ea743ea8b400,253834,903241,Largest company in the world on January 31?,Will Alphabet (Google) be the largest company in the world on January 31?,llama3:latest,historical-market-filter-v3,True,Company ranking event with potential impact on stock prices of the companies involved.,2026-06-13 19:40:07.206900+00:00
5abf11fec8baa615b7b041533ff2de3c9bdcf1ff96c86322c74c9a8dc9177a3b,253984,903283,Will Iran or Pakistan declare war against the other in January?,Will Iran or Pakistan declare war against the other in January?,llama3:latest,historical-market-filter-v3,True,The event has a concrete economic channel and could plausibly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:07.206900+00:00
af0abca24b4d71856d3e483dcddeb279bc1662b81671773cb69a6a50ae1fc168,253985,903284,Will Spirit Airlines announce bankruptcy by Jan 31?,Will Spirit Airlines announce bankruptcy by Jan 31?,llama3:latest,historical-market-filter-v3,True,Company bankruptcy announcement with potential impact on airline industry and related stocks.,2026-06-13 19:40:07.206900+00:00
add044e9019c309ac6506debef286e11c0b4f2dd77d3804eb5ede7f057bf9c2b,254049,903309,Will US attack Iran by February 15?,Will US attack Iran by February 15?,llama3:latest,historical-market-filter-v3,False,No plausible economic transmission channel exists.,2026-06-13 19:40:07.206900+00:00
418466b01972409d1e2228cca9ca967bb323197ec4973005ca3fe27163424964,254097,903328,Will Israel attack Iran by February 15?,Will Israel attack Iran by February 15?,llama3:latest,historical-market-filter-v3,True,The event has a concrete economic channel and could plausibly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:07.206900+00:00
cf4ddfaea0da6fa1e383df699a500db2d5aa1651106ec202fea446c2d0aa8e61,254126,903335,Border + Ukraine aid deal by Feb 9?,Border + Ukraine aid deal by Feb 9?,llama3:latest,historical-market-filter-v3,True,Geopolitical event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
44faadd8073d33118d9bacb57afb27b1b67f35f8e31d4036fba98dc3ec3ec3a0,254184,903358,US/Iran declare war before March?,US/Iran declare war before March?,llama3:latest,historical-market-filter-v3,False,no concrete economic channel exists,2026-06-13 19:40:17.650285+00:00
44ab01bca2c1b3ca9f490a76cd7d9a8215c3eae15d213f85395f039249bde910,254185,903359,OpenSea acquired before March?,OpenSea acquired before March?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related event.,2026-06-13 19:40:17.650285+00:00
3a8a9fed695f91c4e3e9374950d14992738eba1e759dc6ce23f38795f2274e39,254243,903377,Fed Interest Rates: March 2024,Will the Fed decrease interest rates by 50+ bps after its March 2024 meeting?,llama3:latest,historical-market-filter-v3,True,Geopolitical event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
9ebf4dbd45c7f0f203750a2cbb38f181b0b6be8e66c3c756a5d069254bdd6b29,254244,903377,Fed Interest Rates: March 2024,No change in Fed raise interest rates after its 2024 March meeting?,llama3:latest,historical-market-filter-v3,True,Central bank event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
1edabad12e632c23c684845944f55314f6005cd5b44fdf6389a3df2a93fa0aae,254245,903377,Fed Interest Rates: March 2024,Will the Fed decrease interest rates by 25 bps after its 2024 March meeting?,llama3:latest,historical-market-filter-v3,True,Central bank event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
a667601215b73f3df8f224176828ac66e593956ffce4e568bdbdb8bcdfbab82d,254246,903377,Fed Interest Rates: March 2024,Will the Fed raise interest rates by 25+ bps after its 2024 March meeting?,llama3:latest,historical-market-filter-v3,True,Central bank event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
8b3ca6f5ae29595cd6638d85cc4ba6693235375223c2cdbc23af96cb597ff319,254255,903379,US bank failure in February?,US bank failure in February?,llama3:latest,historical-market-filter-v3,True,Central bank event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
e9f67590ab4243cb387236bb255a8cadc289651649ae77153e5c8eb876bb2c08,254262,903386,Ukraine aid package in February?,Ukraine aid package in February?,llama3:latest,historical-market-filter-v3,True,Geopolitical event with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
cdce92c3434f2a02527c75bb1b9158a7300659f6969acab0e79e67a32a7fa158,254271,903388,TikTok/UMG deal before March?,TikTok/UMG deal before March?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related event.,2026-06-13 19:40:17.650285+00:00
6d95027e1c521b9d32d860079ef3589e3be5ba17045baaa9f78632c2c51a55e3,254273,903390,How many Jobs added in February?,Will US gain less than 200k jobs in February?,llama3:latest,historical-market-filter-v3,True,Economic data release with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
bec9ae55974686ac26cd52c1a509b2aa5bf81fa63f639aa5df38ad4362736186,254274,903390,How many Jobs added in February?,Will US gain 200k-250k jobs in February?,llama3:latest,historical-market-filter-v3,True,Economic data release with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
5bf19085a97d067bc45515451284a216d2f3aa2008e18badad7b38c5b43e9c99,254275,903390,How many Jobs added in February?,Will US gain 250k-300k jobs in February?,llama3:latest,historical-market-filter-v3,True,Economic data release with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
4b82321ba125724ecf05dbc27b94f2dc2f4d707feb4971c609fffadf0edf5227,254276,903390,How many Jobs added in February?,Will US gain 300k-353k jobs in February?,llama3:latest,historical-market-filter-v3,True,Economic data release with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
803692c0cfa79ae7709ce8fe4cd8aec96013f34946520cbb78d8edf89a83c334,254277,903390,How many Jobs added in February?,Will US gain more than 353k jobs in February?,llama3:latest,historical-market-filter-v3,True,Economic data release with a concrete economic channel.,2026-06-13 19:40:17.650285+00:00
2bb86c20b46557fcea1a99f88d671e66a7c83f4085a3e094e7b8bfe3668c67ca,254318,903397,Will Adam Neumann buy back WeWork in February?,Will Adam Neumann buy back WeWork in February?,llama3:latest,historical-market-filter-v3,True,Adam Neumann is a well-known entrepreneur and WeWork's co-founder. A potential buyback of WeWork could impact the company's stock price.,2026-06-13 19:40:30.757667+00:00
715ae8f1ff7ef04150231542eebf2a57685a672abf710194ba5f6df7b2011b22,254321,903398,Will Warpcast break top 5 on the iOS App Store in February?,Will Warpcast break top 5 on the iOS App Store in February?,llama3:latest,historical-market-filter-v3,False,This event does not have a concrete economic channel that would directly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:30.757667+00:00
ec0c0d2a9084bdac9aa883ba32b840686353166a7ebd821bab920186e644077a,254324,903399,Will Solana Network go down again in February?,Will Solana Network go down again in February?,llama3:latest,historical-market-filter-v3,True,"Solana Network is a cryptocurrency and its downtime could impact the price of SOL tokens, which are traded on various exchanges.",2026-06-13 19:40:30.757667+00:00
e7c218179ec645ff883400c7e6fc175ad3180e373c70e6c1f9c1e13e009a5fde,254331,903402,Will Warpcast flip X on the app store in February?,Will Warpcast flip X on the app store in February?,llama3:latest,historical-market-filter-v3,False,This event does not have a concrete economic channel that would directly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:30.757667+00:00
e582171baa9ed7285b6a706730bbf529eedc9bfcc3ee91bf30ae7766da041499,254412,903425,Will Sam Altman raise >$1 trillion in Q1 2024?,Will Sam Altman raise >$1 trillion in Q1 2024?,llama3:latest,historical-market-filter-v3,True,Sam Altman is the CEO of OpenAI and raising over $1 trillion in Q1 2024 could impact the company's valuation and potentially its stock price (if it were publicly traded).,2026-06-13 19:40:30.757667+00:00
efe6d2cba87c6bbd945bad5d590b8187f2b8856dec55a9f57e72cbe62fb1890d,254446,903448,Will Walmart buy Vizio in February?,Will Walmart buy Vizio in February?,llama3:latest,historical-market-filter-v3,True,Walmart acquiring Vizio could impact the electronics industry and potentially affect the stock prices of companies involved in this sector.,2026-06-13 19:40:30.757667+00:00
17ed5d95298ce419c69c055a1a7837d1991183e7c916089bfbcd35f91c547f7f,254477,903462,Will OpenAI launch a Web Search Product by March 31?,Will OpenAI launch a Web Search Product by March 31?,llama3:latest,historical-market-filter-v3,True,OpenAI launching a Web Search Product could impact the company's valuation and potentially its stock price (if it were publicly traded).,2026-06-13 19:40:30.757667+00:00
6e5da6deb0e591cc9300d6a812e186d89b714180901a58f3efbac7a79de1cb88,254557,903499,Ukraine aid package by March 31?,Ukraine aid package by March 31?,llama3:latest,historical-market-filter-v3,False,This event does not have a concrete economic channel that would directly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:30.757667+00:00
36fd1b34bf03f777bdc65977f11e86c5934cf9ea5ae1a5fa8b7a4207913dc2b0,254631,903523,Will Gemini generate images of people again in February?,Will Gemini generate images of people again in February?,llama3:latest,historical-market-filter-v3,True,Gemini generating images of people could impact the company's valuation and potentially its stock price (if it were publicly traded).,2026-06-13 19:40:30.757667+00:00
b4dd039660a28e81614621be6d12e799092c59b2e845d6ae080faa3b6fe3e4ca,254659,903533,Was the AT&T cellular outage caused by a solar flare?,Was the AT&T cellular outage caused by a solar flare?,llama3:latest,historical-market-filter-v3,True,The AT&T cellular outage being caused by a solar flare could impact the telecommunications industry and potentially affect the stock prices of companies involved in this sector.,2026-06-13 19:40:30.757667+00:00
6906b3604b61a48ef2278093accf029c690eb302abe9ee4035d88352ef613543,254798,903571,Coinbase a top 100 app before April?,Coinbase a top 100 app before April?,llama3:latest,historical-market-filter-v3,True,Coinbase's ranking as a top 100 or top 25 app could impact the company's valuation and potentially its stock price (if it were publicly traded).,2026-06-13 19:40:30.757667+00:00
71a66bc6c527e64dfd2e33b1cc8eae985309710f1e46cc7781b1858c7b7825f5,255308,903731,Coinbase a top 25 app in March?,Coinbase a top 25 app in March?,llama3:latest,historical-market-filter-v3,False,This event does not have a concrete economic channel that would directly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:30.757667+00:00
d077581aa8dca99bcecec28c665ebb4ac74dba688198c5e3129f98d56ea03d33,255313,903736,OpenAI renamed to ClosedAI in March?,OpenAI renamed to ClosedAI in March?,llama3:latest,historical-market-filter-v3,True,OpenAI being renamed to ClosedAI could impact the company's valuation and potentially its stock price (if it were publicly traded).,2026-06-13 19:40:30.757667+00:00
454aa7f47ec9e531bfedee86d268b8c83d0620092e52f33eacd9c661b5803403,255314,903737,Musk drops OpenAI case in March?,Musk drops OpenAI case in March?,llama3:latest,historical-market-filter-v3,False,This event does not have a concrete economic channel that would directly affect publicly traded stocks or equity ETFs.,2026-06-13 19:40:30.757667+00:00
896b6558b0d1d6a78ace7a375ffd46eab898fb6451b60af2ed1fe82abf123802,255343,903754,Congress passes bill banning TikTok by April 30?,Congress passes bill banning TikTok by April 30?,llama3:latest,historical-market-filter-v3,True,Congress passing a bill banning TikTok could impact the social media industry and potentially affect the stock prices of companies involved in this sector.,2026-06-13 19:40:30.757667+00:00
