input_hash,market_id,event_id,event_title,market_question,model_name,prompt_version,relevant,reason,processed_at
f3283b6fabbff277f2d51092e11562babcddab8825825db9cbd5379b11518395,501724,10727,Scarlett Johansson sues OpenAI in May?,Scarlett Johansson sues OpenAI in May?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
0b2b1fc16c717d168d559f976b3d99f6f6e4957447e12a63ffa0b912a04166ee,501726,10729,$DJT market cap on May 31?,$DJT market cap less than $4b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
18b91b7fd1f8733c2316d99de14c4b3a8236acf20db8900d931d91e6a4f98dd1,501727,10729,$DJT market cap on May 31?,$DJT market cap $4-5b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
901ca2ac9c8ff38669b75ca7d41bd9a6f441e01cc432779e7b9d078fa100ccae,501728,10729,$DJT market cap on May 31?,$DJT market cap $5-6b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
38df5827afc558614bdc2efff492bb10d1ed2763cc88f7d108e41c76379aeb8d,501729,10729,$DJT market cap on May 31?,$DJT market cap $6-7b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
6dfa2aea39a4c076cb8bece57d2ee27272fe1c16b5d0ddf5af0d08fe77fb9edb,501730,10729,$DJT market cap on May 31?,$DJT market cap $7-8b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
0981bd8ca44272c06441fc9e83a5715bf7db5765182f47dd84ec9fef59d52eae,501731,10729,$DJT market cap on May 31?,$DJT market cap $8-9b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
687fcef826f0ff2d836f2df224ab501bbab065d572b9655052a3e10b53ee822a,501732,10729,$DJT market cap on May 31?,$DJT market cap greater than $9b on May 31?,llama3:latest,historical-market-filter-v3,False,"The event is about a celebrity's lawsuit or personal life, which does not have a concrete economic channel.",2026-06-13 19:41:20.112879+00:00
07669fdc9e661cd171b6b5ca8676a90b5e8cfa1184913b41a7bd71403c7f8ff2,501910,10818,Will Biden let Ukraine strike Russia with US weapons?,Will Biden let Ukraine strike Russia with US weapons?,llama3:latest,historical-market-filter-v3,False,Geopolitical event without a concrete economic transmission channel.,2026-06-13 19:41:31.069989+00:00
4a53af52e5bb1ee7861868a604aaa97926fa745c95601ef49b0ff1f61491998a,502055,10899,Elon Musk's $56bn Tesla pay package approved?,Elon Musk's $56bn Tesla pay package approved?,llama3:latest,historical-market-filter-v3,False,Corporate event (CEO compensation) that is not directly related to publicly traded companies.,2026-06-13 19:41:31.069989+00:00
937bffa100a2642bc7ec2315b8cc7395427acfb3ee9d3a1b3db4605d3bf9417b,502117,10924,Roaring Kitty livestream by next Friday?,Roaring Kitty livestream by next Friday?,llama3:latest,historical-market-filter-v3,False,Event specific to a single company (GameStop) and not directly related to publicly traded companies.,2026-06-13 19:41:31.069989+00:00
c4eb8afecc4ebdf67d4d765208b17567e6a8ef5ee980e107a4d4ff50c11332a1,502195,10978,OpenAI Sora public release in June?,OpenAI Sora public release in June?,llama3:latest,historical-market-filter-v3,False,Product release event that is not directly related to publicly traded companies.,2026-06-13 19:41:31.069989+00:00
492b296ff756fcd0fb1e24e7d1f85b3af93f22f77fba4809165cb60e5a9a3320,502475,11110,Largest Company on Friday?,Nvidia largest company on June 21?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
a6e92716f76420c3c3121c707d50cdb34c2a25d71589c39684f8db3718910783,502476,11110,Largest Company on Friday?,Microsoft largest company on June 21?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
a1ee0061f4fc0feb65f8331001de1d95f083bb839bb1552fd94b89f67d9b351e,502477,11110,Largest Company on Friday?,Apple largest company on June 21?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
bbcdd961def99e438f063de1bcf4ca98ee031f68249d5e5061ba485d0755fb20,502478,11110,Largest Company on Friday?,Another largest company on June 21?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
541d502d65465c54282426df42ad2a98d5325aa781c667632e11913ab427987d,502707,11196,Nvidia largest company next Friday?,Nvidia largest company next Friday?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
d462aeb0bd17f1749f0c7ff9d2a2baca583fc8516003d98d5f8bbe1d9aee66b4,502764,11220,Nasrallah remains leader of Hezbollah through July?,Nasrallah remains leader of Hezbollah through July?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
8ec83840c1eda2eb3c42a93b46b7e6c8c8506eabfc243e2e8fe8a5f8d2c1728d,503051,11345,NVIDIA largest company in July?,NVIDIA largest company in July?,llama3:latest,historical-market-filter-v3,False,Not a macroeconomic release or central bank event.,2026-06-13 19:41:41.412551+00:00
c5ad86b051bbc421466a472b24097b306dde00c627702c7794373c79ada902d8,504012,11663,Will Netanyahu meet with Trump?,Will Netanyahu meet with Trump?,llama3:latest,historical-market-filter-v3,False,Generic politics without an economic channel,2026-06-13 19:41:51.038552+00:00
1c5f9e0fe5b9f88f2c03156ee66be341ed6b26ddc9709187711cb5f7ca31b3cd,504198,11720,France train attack claimed by terror org?,France train attack claimed by terror org?,llama3:latest,historical-market-filter-v3,False,Generic geopolitics without an economic channel,2026-06-13 19:41:51.038552+00:00
1206a0aaaf798cf7e861a3d0e847cb729c401d37bc5187c5432f36b51a5e5837,504320,11761,Will Beirut airport close by August 5?,Will Beirut airport close by August 5?,llama3:latest,historical-market-filter-v3,False,Generic geopolitics without an economic channel,2026-06-13 19:41:51.038552+00:00
c81d3502a21ee7036fb784fa131ac782358c5ab23580240c1a3d371bddeb7903,504398,11796,Musk x Maduro fight scheduled by Aug 9?,Musk x Maduro fight scheduled by Aug 9?,llama3:latest,historical-market-filter-v3,False,This event is not directly related to financial markets.,2026-06-13 19:42:03.018389+00:00
0cf95ab1ac7a1fdfa12e245c50514622169d281491ed6d56623b56d417424df3,504495,11828,How many Jobs added in August?,US adds less than 100k jobs in August?,llama3:latest,historical-market-filter-v3,False,This event is not directly related to financial markets.,2026-06-13 19:42:03.018389+00:00
6e0cab317f9fc2c2a193530022ec24244d44c1a525519b5b118e8bbe041daedf,504562,11863,Keir Starmer out as UK PM before October?,Keir Starmer out as UK PM before October?,llama3:latest,historical-market-filter-v3,False,Geopolitical event with no concrete economic channel,2026-06-13 19:42:13.565648+00:00
ec3d0e7d4928c4804b6d3e398dfcd40259bd0518bd5e79798219ddb7557ccca1,504564,11865,Hezbollah enters Israel in August?,Hezbollah enters Israel in August?,llama3:latest,historical-market-filter-v3,False,Geopolitical event with no concrete economic channel,2026-06-13 19:42:13.565648+00:00
0b7203aaa86e7754bc2caaec379e21bede20690a43e499061d7f6a48738506e9,504566,11867,Iran strike on US military in August?,Iran strike on US military in August?,llama3:latest,historical-market-filter-v3,False,Geopolitical event with no concrete economic channel,2026-06-13 19:42:13.565648+00:00
59b22e6a5553fcb64b612902c62bbeacc71595f29c5446d355f84a22df205a22,504724,11929,EDL declared terrorist org in August?,EDL declared terrorist org in August?,llama3:latest,historical-market-filter-v3,False,Geopolitical event with no concrete economic channel,2026-06-13 19:42:13.565648+00:00
81a39e61041c662913ac81a3ad26ab2a75f91dddb24966cf0210c59d1763b701,504726,11931,Carles Puigdemont arrested in August?,Carles Puigdemont arrested in August?,llama3:latest,historical-market-filter-v3,False,Geopolitical event with no concrete economic channel,2026-06-13 19:42:13.565648+00:00
1022bff84b841df25ebfe6ef5365a1b1287edb8ef5d982e62cad88b066027b6a,505124,12044,Grok bans image generation of Trump in August?,Grok bans image generation of Trump in August?,llama3:latest,historical-market-filter-v3,False,Non-economic event,2026-06-13 19:42:13.565648+00:00
df71a73e0af542e903a3ed823b1138cf94403c757ce5a28ac8601d50e602d5d6,505140,12046,Ukraine hits Moscow by August 31?,Ukraine hits Moscow by August 31?,llama3:latest,historical-market-filter-v3,False,Geopolitical event with no concrete economic channel,2026-06-13 19:42:13.565648+00:00
b18450d68faba0faa1ac7406778b5ab7cf4c9e49aa8656df3c36ba0072562e0c,505152,12054,Disney sues over Grok copyright in August?,Disney sues over Grok copyright in August?,llama3:latest,historical-market-filter-v3,False,Non-economic event,2026-06-13 19:42:13.565648+00:00
0de49346be3e7eb94b339e0df03f27c7861acfd227679addd8ade49e1009e67b,505756,12198,Pavel Durov released in August?,Pavel Durov released in August?,llama3:latest,historical-market-filter-v3,False,Not a financial market relevant event.,2026-06-13 19:42:23.192555+00:00
e6851898b881da6bd212aa3d2f5c3d8441e27e511a1a6bb1540c044d1d8f84a6,505791,12213,Pavel Durov flees France by Sep 15?,Pavel Durov flees France by Sep 15?,llama3:latest,historical-market-filter-v3,False,Not a financial market relevant event.,2026-06-13 19:42:23.192555+00:00
44c6fb1de774c067509b7023fd1552f37ec48d5241f5b345ecbbd7a3d6da43b9,506134,12305,Will Apple remain largest company through Sep 30?,Will Apple remain largest company through Sep 30?,llama3:latest,historical-market-filter-v3,False,Company-specific question without clear economic transmission channel.,2026-06-13 19:42:33.430200+00:00
f845a2a27f70a95a78f6a142f4e9a89be487e75dc2e996e0d1311b96f87a1448,506200,12325,Another South American country bans X?,Another South American country bans X?,llama3:latest,historical-market-filter-v3,False,Company-specific question without clear economic transmission channel.,2026-06-13 19:42:33.430200+00:00
1c192951d768c5c607ed96dd1156ee005c1d1caaf4a5c3890ee7e8abcb3f99b3,506415,12384,Alexandre de Moraes impeached in September?,Alexandre de Moraes impeached in September?,llama3:latest,historical-market-filter-v3,False,Company-specific question without clear economic transmission channel.,2026-06-13 19:42:33.430200+00:00
227ede4cdc7000f191b26339c231b7df4ae5aeffffc5e91c274c6172b0bfbbea,506727,12482,Will Trump sell shares of DJT in September?,Will Trump sell shares of DJT in September?,llama3:latest,historical-market-filter-v3,False,Company-specific question without clear economic transmission channel.,2026-06-13 19:42:33.430200+00:00
38e65d2a8a5ed19e094844754588e5fe68f8afa34abfbb230b909a1d780a368a,506858,12521,Will Sinwar leave Gaza by October 31?,Will Sinwar leave Gaza by October 31?,llama3:latest,historical-market-filter-v3,False,Geopolitical event without a concrete economic channel,2026-06-13 19:43:20.023393+00:00
f9ed665d08341222ce1d71e1773de6005c8b3bcc63a23c98d11b5d6f849ad5a2,506946,12555,Musk remains richest man through September 30?,Musk remains richest man through September 30?,llama3:latest,historical-market-filter-v3,False,no concrete economic channel exists,2026-06-13 19:43:20.023393+00:00
e0028262b6420537f5d4bc6a896a29d863983b81b90ea838e46cdb64a0262b5e,507279,12644,U.S. evacuates Beirut Embassy by September 30?,U.S. evacuates Beirut Embassy by September 30?,llama3:latest,historical-market-filter-v3,False,Geopolitical event without a concrete economic channel,2026-06-13 19:43:20.023393+00:00
abf64f1bd22fadadfea1c00b8980fb399cdb43d6e9be8f6ed456592443adbcba,507409,12677,Largest company on September 30?,Will AAPL be the largest company by mcap on September 30?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related question.,2026-06-13 19:43:20.023393+00:00
774f807db799b302ed0798d04f745d09fce688c8f877de99c4d67a84edc834fc,507417,12681,Will Israel invade Lebanon in September?,Will Israel invade Lebanon in September?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related question.,2026-06-13 19:43:20.023393+00:00
ecfcb47c6f04d38d316737d95f58916b6374d81ea5a2711a4292c1275822d6c3,507472,12700,Israeli forces enters Lebanon in September?,Israeli forces enters Lebanon in September?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related question.,2026-06-13 19:43:20.023393+00:00
6460c7066ba59fb4e62f35baddb836672176d1a3285b71ceeee076abce8c6e36,507484,12704,Will Zelensky meet with Trump in September?,Will Zelensky meet with Trump in September?,llama3:latest,historical-market-filter-v3,False,No plausible economic transmission channel exists.,2026-06-13 19:43:29.135089+00:00
88166b07b946157afad210f54c1176ffa5f94cb3ef949a49502550d9039abd6c,507740,12774,Iran strike on Israel before November?,Iran strike on Israel before November?,llama3:latest,historical-market-filter-v3,False,Not a concrete economic channel.,2026-06-13 19:43:29.135089+00:00
1ad6c70a7cb70b1231c24e03ef786d369668c898ffeb41b6d4f237254c94e266,507743,12777,Iran strike on US military before November?,Iran strike on US military before November?,llama3:latest,historical-market-filter-v3,False,Not a concrete economic channel.,2026-06-13 19:43:29.135089+00:00
b87489f90b3dfdaf7e38daaf2c2154cd6a0494523b51d4a607c558b2fb96d4da,507749,12779,U.S. military action against Iran before November?,U.S. military action against Iran before November?,llama3:latest,historical-market-filter-v3,False,Not a concrete economic channel.,2026-06-13 19:43:29.135089+00:00
0540aa4a784c7c15abc8fa295612b99dcfce061bd985071736a622f2ff9608a5,507753,12781,U.S. military strike on Lebanon before November?,U.S. military strike on Lebanon before November?,llama3:latest,historical-market-filter-v3,False,Not a concrete economic channel.,2026-06-13 19:43:29.135089+00:00
54233b92858b3d4a07b11a8febeaa47a41c22e785a57e7a72413da321b86d595,507764,12786,Israel military action against Yemen before November?,Israel military action against Yemen before November?,llama3:latest,historical-market-filter-v3,False,Not a concrete economic channel.,2026-06-13 19:43:29.135089+00:00
e47af54b4fd70013b72dc12af21f08a00f1f45faa27d12a6a039ba53fc9dfd50,508148,12853,Will Mira Murati join Anthropic?,Will Mira Murati join Anthropic?,llama3:latest,historical-market-filter-v3,False,Not a prediction market question.,2026-06-13 19:43:29.135089+00:00
3cb96667802572006b6a5bcab930abde6047e3fbaff0f679beebe21954fde025,508378,12928,Will Israeli troops enter Beirut by October 31?,Will Israeli troops enter Beirut by October 31?,llama3:latest,historical-market-filter-v3,False,Not a concrete economic channel.,2026-06-13 19:43:29.135089+00:00
55026fbc725cd6764428a4aac18edf5a26812b35c0415c33895bf8b59c856c93,508461,12954,Israel withdraws from Gaza before November?,Israel withdraws from Gaza before November?,llama3:latest,historical-market-filter-v3,False,No concrete economic channel exists.,2026-06-13 19:43:38.760618+00:00
f6a37f7e6e25dcdea928e5c83bbac7661120f08832b99257d620554887224dbc,508462,12955,Israel withdraws from Lebanon before November?,Israel withdraws from Lebanon before November?,llama3:latest,historical-market-filter-v3,False,No concrete economic channel exists.,2026-06-13 19:43:38.760618+00:00
54ca9975fe531f4613d152ef3531cdeae595f28d205603a8f74c251f8f133876,508547,12996,Israel declares war on Iran in October?,Israel declares war on Iran in October?,llama3:latest,historical-market-filter-v3,False,No concrete economic channel exists.,2026-06-13 19:43:38.760618+00:00
8bbe9ca0ee72cf1301044d3f5bf44ec89914b5dd670cfe9f6a741a54eb7f822f,508560,13001,Another Iran strike on Israel in October?,Another Iran strike on Israel in October?,llama3:latest,historical-market-filter-v3,False,No concrete economic channel exists.,2026-06-13 19:43:38.760618+00:00
c1b9d6870cd68f989b740a58f38dcfee4db5950c07f1c02f664ab29bd37fe6f5,508673,13145,Strike on Dimonah nuclear base in October?,Strike on Dimonah nuclear base in October?,llama3:latest,historical-market-filter-v3,False,No concrete economic channel exists.,2026-06-13 19:43:38.760618+00:00
707bc07f610bed6fea420e6578389c7d762f276e4bb050419bbaafe96ac4f37a,509117,13242,30-year mortgage rate below 6% before election?,30-year mortgage rate below 6% before election?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related event.,2026-06-13 19:43:48.795734+00:00
3edf7595c370816a667ad43d38df9fa3bc02ba0d65b1f0da4e6978e3b2328851,509960,13451,Will Trump sell shares of DJT before the election?,Will Trump sell shares of DJT before the election?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related event.,2026-06-13 19:43:58.617810+00:00
0506c1277dadfec84c9f68b6554baa43df88c690d5cb9ca9cad1967f8f872b24,510221,13528,Israel Military response against Iran when?,No Israel strike Iran on by Sunday Oct 27?,llama3:latest,historical-market-filter-v3,False,Not a financial market-related event.,2026-06-13 19:43:58.617810+00:00
e290794f55f1262e8ae5be17a5b7328f086a5979cf01fc644702c381ccc38ab4,510785,13725,Israel withdraws from Lebanon before December?,Israel withdraws from Lebanon before December?,llama3:latest,historical-market-filter-v3,False,Geopolitical event without a plausible economic transmission channel.,2026-06-13 19:44:10.709080+00:00
